data_label,respondent_id,department,tenure_band,location,role_level,business_unit,construct,score
SYNTHETIC DATA,R04799,Engineering,1-3 years,Remote,Individual contributor,BU19,fairness,2.5
SYNTHETIC DATA,R04800,Operations,10+ years,Remote,Individual contributor,BU21,fairness,4.875
SYNTHETIC DATA,R04801,Operations,5-10 years,Aarhus,Individual contributor,BU09,fairness,3.5
SYNTHETIC DATA,R04802,Supply Chain,3-5 years,Aarhus,Team lead,BU21,fairness,3.0
SYNTHETIC DATA,R04803,Supply Chain,10+ years,Hamburg,Individual contributor,BU10,fairness,3.875
SYNTHETIC DATA,R04804,Engineering,10+ years,Hamburg,Individual contributor,BU23,fairness,3.75
SYNTHETIC DATA,R04805,Supply Chain,3-5 years,Hamburg,Team lead,BU15,fairness,3.7142857142857144
SYNTHETIC DATA,R04806,Sales,10+ years,Chennai,Individual contributor,BU15,fairness,4.0
SYNTHETIC DATA,R04807,Operations,5-10 years,Rostock,Manager,BU11,fairness,3.125
SYNTHETIC DATA,R04808,Engineering,10+ years,Pune,Manager,BU04,fairness,3.5714285714285716
SYNTHETIC DATA,R04809,Engineering,10+ years,Pune,Individual contributor,BU01,fairness,4.0
SYNTHETIC DATA,R04810,Operations,3-5 years,Pune,Individual contributor,BU11,fairness,3.857142857142857
SYNTHETIC DATA,R04811,HR,<1 year,Hamburg,Manager,BU15,fairness,4.125
SYNTHETIC DATA,R04812,Supply Chain,10+ years,Aarhus,Team lead,BU06,fairness,3.375
SYNTHETIC DATA,R04813,Engineering,1-3 years,Remote,Manager,BU15,fairness,4.375
SYNTHETIC DATA,R04814,Finance,<1 year,Pune,Individual contributor,BU17,fairness,4.428571428571429
SYNTHETIC DATA,R04815,Sales,1-3 years,Aarhus,Individual contributor,BU18,fairness,3.4285714285714284
SYNTHETIC DATA,R04816,Engineering,5-10 years,Chennai,Manager,BU21,fairness,4.75
SYNTHETIC DATA,R04817,Finance,10+ years,Chennai,Individual contributor,BU23,fairness,3.0
SYNTHETIC DATA,R04818,Operations,3-5 years,Remote,Team lead,BU01,fairness,3.75
SYNTHETIC DATA,R04819,Supply Chain,1-3 years,Rostock,Manager,BU23,fairness,4.0
SYNTHETIC DATA,R04820,Operations,1-3 years,Rostock,Team lead,BU17,fairness,3.25
SYNTHETIC DATA,R04822,Engineering,3-5 years,Hamburg,Individual contributor,BU13,fairness,1.875
SYNTHETIC DATA,R04823,Engineering,3-5 years,Pune,Manager,BU15,fairness,4.375
SYNTHETIC DATA,R04824,Finance,<1 year,Hamburg,Team lead,BU10,fairness,4.375
SYNTHETIC DATA,R04825,Engineering,1-3 years,Hamburg,Team lead,BU21,fairness,4.5
SYNTHETIC DATA,R04826,Engineering,10+ years,Remote,Individual contributor,BU12,fairness,4.375
SYNTHETIC DATA,R04827,Engineering,1-3 years,Hamburg,Team lead,BU07,fairness,2.125
SYNTHETIC DATA,R04828,Service,3-5 years,Rostock,Individual contributor,BU19,fairness,2.125
SYNTHETIC DATA,R04829,Sales,3-5 years,Hamburg,Individual contributor,BU17,fairness,3.5714285714285716
SYNTHETIC DATA,R04830,Service,3-5 years,Hamburg,Individual contributor,BU20,fairness,3.5714285714285716
SYNTHETIC DATA,R04831,Operations,5-10 years,Chennai,Manager,BU10,fairness,4.142857142857143
SYNTHETIC DATA,R04832,Sales,5-10 years,Hamburg,Team lead,BU10,fairness,2.5
SYNTHETIC DATA,R04833,Operations,5-10 years,Hamburg,Manager,BU04,fairness,4.5
SYNTHETIC DATA,R04834,Operations,5-10 years,Aarhus,Individual contributor,BU24,fairness,2.625
SYNTHETIC DATA,R04835,Engineering,10+ years,Remote,Team lead,BU08,fairness,4.625
SYNTHETIC DATA,R04837,Operations,3-5 years,Chennai,Individual contributor,BU07,fairness,3.25
SYNTHETIC DATA,R04838,Service,1-3 years,Remote,Team lead,BU20,fairness,2.375
SYNTHETIC DATA,R04839,Sales,1-3 years,Chennai,Individual contributor,BU09,fairness,3.75
SYNTHETIC DATA,R04840,Engineering,1-3 years,Hamburg,Individual contributor,BU07,fairness,3.0
SYNTHETIC DATA,R04841,Sales,1-3 years,Rostock,Individual contributor,BU22,fairness,4.625
SYNTHETIC DATA,R04842,Service,<1 year,Pune,Manager,BU08,fairness,3.75
SYNTHETIC DATA,R04843,Service,1-3 years,Chennai,Individual contributor,BU10,fairness,4.375
SYNTHETIC DATA,R04844,Operations,1-3 years,Chennai,Individual contributor,BU05,fairness,3.857142857142857
SYNTHETIC DATA,R04845,Service,<1 year,Chennai,Individual contributor,BU09,fairness,4.125
SYNTHETIC DATA,R04846,Service,3-5 years,Chennai,Individual contributor,BU23,fairness,3.75
SYNTHETIC DATA,R04847,Operations,5-10 years,Pune,Individual contributor,BU17,fairness,3.5
SYNTHETIC DATA,R04848,HR,10+ years,Aarhus,Individual contributor,BU24,fairness,3.5
SYNTHETIC DATA,R04849,Engineering,3-5 years,Aarhus,Individual contributor,BU09,fairness,4.75
SYNTHETIC DATA,R04850,Operations,5-10 years,Remote,Team lead,BU07,fairness,3.5
SYNTHETIC DATA,R04851,HR,1-3 years,Rostock,Individual contributor,BU15,fairness,3.5
SYNTHETIC DATA,R04852,Sales,5-10 years,Pune,Individual contributor,BU06,fairness,2.375
SYNTHETIC DATA,R04854,Operations,3-5 years,Aarhus,Individual contributor,BU20,fairness,2.625
SYNTHETIC DATA,R04855,Operations,5-10 years,Pune,Individual contributor,BU05,fairness,4.375
SYNTHETIC DATA,R04856,Operations,1-3 years,Hamburg,Senior manager,BU09,fairness,3.7142857142857144
SYNTHETIC DATA,R04857,HR,3-5 years,Hamburg,Team lead,BU23,fairness,2.25
SYNTHETIC DATA,R04858,Operations,10+ years,Aarhus,Individual contributor,BU21,fairness,3.75
SYNTHETIC DATA,R04859,Operations,1-3 years,Aarhus,Manager,BU15,fairness,2.125
SYNTHETIC DATA,R04860,Service,3-5 years,Hamburg,Individual contributor,BU08,fairness,4.625
SYNTHETIC DATA,R04861,Sales,1-3 years,Aarhus,Team lead,BU23,fairness,4.375
SYNTHETIC DATA,R04862,Engineering,3-5 years,Remote,Individual contributor,BU10,fairness,2.75
SYNTHETIC DATA,R04863,Finance,3-5 years,Pune,Team lead,BU23,fairness,2.125
SYNTHETIC DATA,R04864,HR,1-3 years,Chennai,Individual contributor,BU16,fairness,4.375
SYNTHETIC DATA,R04865,HR,5-10 years,Remote,Individual contributor,BU20,fairness,3.875
SYNTHETIC DATA,R04866,Engineering,1-3 years,Chennai,Individual contributor,BU21,fairness,4.25
SYNTHETIC DATA,R04867,Engineering,5-10 years,Hamburg,Team lead,BU14,fairness,4.375
SYNTHETIC DATA,R04868,Finance,<1 year,Aarhus,Individual contributor,BU15,fairness,1.75
SYNTHETIC DATA,R04869,Engineering,10+ years,Rostock,Manager,BU11,fairness,3.125
SYNTHETIC DATA,R04870,HR,3-5 years,Remote,Manager,BU10,fairness,4.0
SYNTHETIC DATA,R04871,Operations,3-5 years,Pune,Individual contributor,BU14,fairness,2.25
SYNTHETIC DATA,R04872,Finance,1-3 years,Chennai,Team lead,BU21,fairness,3.75
SYNTHETIC DATA,R04873,Supply Chain,5-10 years,Pune,Individual contributor,BU01,fairness,4.0
SYNTHETIC DATA,R04874,Operations,<1 year,Hamburg,Team lead,BU01,fairness,4.5
SYNTHETIC DATA,R04875,Operations,1-3 years,Aarhus,Manager,BU08,fairness,3.875
SYNTHETIC DATA,R04876,Sales,3-5 years,Remote,Individual contributor,BU06,fairness,1.625
SYNTHETIC DATA,R04877,Finance,5-10 years,Pune,Individual contributor,BU10,fairness,3.625
SYNTHETIC DATA,R04878,Finance,10+ years,Hamburg,Manager,BU11,fairness,2.625
SYNTHETIC DATA,R04879,HR,10+ years,Pune,Individual contributor,BU11,fairness,1.8571428571428572
SYNTHETIC DATA,R04880,Engineering,5-10 years,Pune,Individual contributor,BU20,fairness,4.25
SYNTHETIC DATA,R04881,Sales,5-10 years,Chennai,Individual contributor,BU20,fairness,2.0
SYNTHETIC DATA,R04882,Engineering,3-5 years,Chennai,Individual contributor,BU10,fairness,4.25
SYNTHETIC DATA,R04883,HR,10+ years,Aarhus,Individual contributor,BU09,fairness,3.375
SYNTHETIC DATA,R04884,Operations,3-5 years,Pune,Individual contributor,BU03,fairness,4.625
SYNTHETIC DATA,R04885,Engineering,5-10 years,Aarhus,Individual contributor,BU21,fairness,3.75
SYNTHETIC DATA,R04887,Operations,10+ years,Pune,Senior manager,BU24,fairness,3.625
SYNTHETIC DATA,R04888,Supply Chain,10+ years,Hamburg,Team lead,BU17,fairness,4.428571428571429
SYNTHETIC DATA,R04889,Engineering,10+ years,Chennai,Manager,BU10,fairness,3.75
SYNTHETIC DATA,R04890,Operations,5-10 years,Hamburg,Individual contributor,BU15,fairness,4.625
SYNTHETIC DATA,R04891,Engineering,3-5 years,Aarhus,Individual contributor,BU24,fairness,4.5
SYNTHETIC DATA,R04892,Operations,5-10 years,Hamburg,Team lead,BU10,fairness,4.25
SYNTHETIC DATA,R04893,Service,3-5 years,Rostock,Individual contributor,BU12,fairness,3.5
SYNTHETIC DATA,R04894,Operations,5-10 years,Aarhus,Individual contributor,BU24,fairness,3.625
SYNTHETIC DATA,R04895,Operations,5-10 years,Remote,Team lead,BU04,fairness,4.125
SYNTHETIC DATA,R04896,Supply Chain,<1 year,Hamburg,Team lead,BU06,fairness,3.0
SYNTHETIC DATA,R04897,Service,1-3 years,Remote,Team lead,BU09,fairness,4.125
SYNTHETIC DATA,R04898,Service,5-10 years,Pune,Senior manager,BU14,fairness,3.25
SYNTHETIC DATA,R04899,Service,<1 year,Rostock,Senior manager,BU21,fairness,2.625
SYNTHETIC DATA,R04900,Engineering,1-3 years,Hamburg,Individual contributor,BU20,fairness,3.5
SYNTHETIC DATA,R04901,Engineering,10+ years,Hamburg,Individual contributor,BU20,fairness,3.375
SYNTHETIC DATA,R04902,Service,10+ years,Hamburg,Individual contributor,BU06,fairness,2.375
SYNTHETIC DATA,R04903,HR,10+ years,Hamburg,Individual contributor,BU11,fairness,3.5
SYNTHETIC DATA,R04904,Engineering,3-5 years,Rostock,Individual contributor,BU14,fairness,4.125
SYNTHETIC DATA,R04905,Engineering,1-3 years,Hamburg,Individual contributor,BU08,fairness,3.375
SYNTHETIC DATA,R04906,Supply Chain,<1 year,Pune,Individual contributor,BU01,fairness,2.25
SYNTHETIC DATA,R04907,Supply Chain,10+ years,Rostock,Team lead,BU13,fairness,2.7142857142857144
SYNTHETIC DATA,R04908,Service,<1 year,Pune,Team lead,BU04,fairness,4.125
SYNTHETIC DATA,R04909,Supply Chain,1-3 years,Chennai,Team lead,BU10,fairness,3.4285714285714284
SYNTHETIC DATA,R04910,Service,10+ years,Hamburg,Individual contributor,BU23,fairness,2.0
SYNTHETIC DATA,R04911,Operations,1-3 years,Pune,Individual contributor,BU02,fairness,3.375
SYNTHETIC DATA,R04912,Finance,1-3 years,Pune,Individual contributor,BU02,fairness,3.125
SYNTHETIC DATA,R04913,Sales,5-10 years,Chennai,Individual contributor,BU23,fairness,3.5
SYNTHETIC DATA,R04914,Engineering,5-10 years,Aarhus,Individual contributor,BU17,fairness,4.75
SYNTHETIC DATA,R04915,Sales,1-3 years,Pune,Team lead,BU04,fairness,3.5
SYNTHETIC DATA,R04916,Supply Chain,10+ years,Chennai,Individual contributor,BU09,fairness,4.25
SYNTHETIC DATA,R04917,Supply Chain,10+ years,Aarhus,Team lead,BU24,fairness,3.5
SYNTHETIC DATA,R04918,Finance,1-3 years,Pune,Senior manager,BU08,fairness,3.375
SYNTHETIC DATA,R04919,Finance,3-5 years,Hamburg,Individual contributor,BU11,fairness,1.5714285714285714
SYNTHETIC DATA,R04920,Engineering,1-3 years,Chennai,Team lead,BU01,fairness,4.0
SYNTHETIC DATA,R04921,Sales,1-3 years,Pune,Individual contributor,BU06,fairness,1.8333333333333333
SYNTHETIC DATA,R04922,Operations,1-3 years,Pune,Team lead,BU08,fairness,4.25
SYNTHETIC DATA,R04923,Service,5-10 years,Chennai,Individual contributor,BU23,fairness,3.4285714285714284
SYNTHETIC DATA,R04924,Service,<1 year,Aarhus,Team lead,BU23,fairness,4.125
SYNTHETIC DATA,R04925,Sales,<1 year,Aarhus,Team lead,BU03,fairness,3.25
SYNTHETIC DATA,R04926,Operations,<1 year,Pune,Manager,BU03,fairness,4.25
SYNTHETIC DATA,R04927,Engineering,1-3 years,Hamburg,Individual contributor,BU15,fairness,4.75
SYNTHETIC DATA,R04928,Service,1-3 years,Chennai,Individual contributor,BU20,fairness,3.125
SYNTHETIC DATA,R04929,Sales,1-3 years,Pune,Individual contributor,BU20,fairness,4.125
SYNTHETIC DATA,R04930,Sales,3-5 years,Aarhus,Team lead,BU20,fairness,3.125
SYNTHETIC DATA,R04931,Engineering,<1 year,Hamburg,Individual contributor,BU18,fairness,2.75
SYNTHETIC DATA,R04932,Service,5-10 years,Remote,Manager,BU19,fairness,3.75
SYNTHETIC DATA,R04933,Finance,10+ years,Aarhus,Senior manager,BU16,fairness,3.75
SYNTHETIC DATA,R04934,Engineering,3-5 years,Hamburg,Individual contributor,BU15,fairness,4.142857142857143
SYNTHETIC DATA,R04935,Operations,<1 year,Hamburg,Individual contributor,BU18,fairness,4.0
SYNTHETIC DATA,R04937,Operations,1-3 years,Pune,Manager,BU23,fairness,4.0
SYNTHETIC DATA,R04938,Service,3-5 years,Pune,Individual contributor,BU24,fairness,2.75
SYNTHETIC DATA,R04939,Operations,1-3 years,Pune,Team lead,BU15,fairness,2.375
SYNTHETIC DATA,R04940,Engineering,5-10 years,Pune,Team lead,BU11,fairness,4.5
SYNTHETIC DATA,R04941,Service,1-3 years,Hamburg,Individual contributor,BU16,fairness,4.125
SYNTHETIC DATA,R04942,Sales,3-5 years,Remote,Individual contributor,BU01,fairness,4.5
SYNTHETIC DATA,R04943,Supply Chain,5-10 years,Aarhus,Team lead,BU10,fairness,4.125
SYNTHETIC DATA,R04944,Supply Chain,3-5 years,Remote,Individual contributor,BU15,fairness,4.0
SYNTHETIC DATA,R04945,Sales,10+ years,Rostock,Individual contributor,BU15,fairness,4.5
SYNTHETIC DATA,R04946,Sales,<1 year,Pune,Team lead,BU08,fairness,2.75
SYNTHETIC DATA,R04947,Supply Chain,10+ years,Hamburg,Manager,BU05,fairness,4.625
SYNTHETIC DATA,R04948,Engineering,5-10 years,Pune,Individual contributor,BU21,fairness,3.875
SYNTHETIC DATA,R04949,Sales,1-3 years,Pune,Team lead,BU16,fairness,4.125
SYNTHETIC DATA,R04950,Engineering,<1 year,Chennai,Individual contributor,BU13,fairness,2.625
SYNTHETIC DATA,R04951,Service,1-3 years,Hamburg,Individual contributor,BU05,fairness,4.0
SYNTHETIC DATA,R04952,Service,5-10 years,Pune,Individual contributor,BU19,fairness,2.875
SYNTHETIC DATA,R04953,Supply Chain,<1 year,Pune,Individual contributor,BU20,fairness,1.5
SYNTHETIC DATA,R04954,Supply Chain,10+ years,Pune,Individual contributor,BU15,fairness,3.0
SYNTHETIC DATA,R04955,Engineering,1-3 years,Chennai,Team lead,BU16,fairness,3.625
SYNTHETIC DATA,R04956,Engineering,5-10 years,Chennai,Individual contributor,BU20,fairness,2.75
SYNTHETIC DATA,R04957,Operations,<1 year,Remote,Manager,BU09,fairness,3.875
SYNTHETIC DATA,R04958,Service,10+ years,Aarhus,Individual contributor,BU03,fairness,3.0
SYNTHETIC DATA,R04959,Supply Chain,3-5 years,Pune,Individual contributor,BU08,fairness,2.5
SYNTHETIC DATA,R04960,Sales,3-5 years,Rostock,Team lead,BU09,fairness,2.375
SYNTHETIC DATA,R04961,Operations,3-5 years,Pune,Individual contributor,BU11,fairness,3.625
SYNTHETIC DATA,R04962,Engineering,<1 year,Chennai,Individual contributor,BU21,fairness,4.285714285714286
SYNTHETIC DATA,R04963,Engineering,5-10 years,Aarhus,Manager,BU20,fairness,2.125
SYNTHETIC DATA,R04964,Engineering,3-5 years,Pune,Individual contributor,BU12,fairness,5.0
SYNTHETIC DATA,R04965,Engineering,<1 year,Remote,Manager,BU01,fairness,2.875
SYNTHETIC DATA,R04967,Operations,1-3 years,Rostock,Individual contributor,BU15,fairness,3.0
SYNTHETIC DATA,R04968,Engineering,1-3 years,Hamburg,Individual contributor,BU20,fairness,3.875
SYNTHETIC DATA,R04969,Supply Chain,10+ years,Remote,Team lead,BU20,fairness,3.625
SYNTHETIC DATA,R04970,Service,3-5 years,Hamburg,Individual contributor,BU13,fairness,3.5
SYNTHETIC DATA,R04971,Service,10+ years,Remote,Senior manager,BU11,fairness,4.0
SYNTHETIC DATA,R04972,Operations,1-3 years,Hamburg,Individual contributor,BU16,fairness,4.375
SYNTHETIC DATA,R04973,HR,5-10 years,Chennai,Individual contributor,BU03,fairness,3.0
SYNTHETIC DATA,R04974,Operations,3-5 years,Pune,Individual contributor,BU01,fairness,4.285714285714286
SYNTHETIC DATA,R04975,Operations,5-10 years,Pune,Individual contributor,BU22,fairness,3.125
SYNTHETIC DATA,R04976,Operations,10+ years,Chennai,Manager,BU22,fairness,3.75
SYNTHETIC DATA,R04977,Engineering,1-3 years,Hamburg,Individual contributor,BU11,fairness,4.0
SYNTHETIC DATA,R04978,Engineering,10+ years,Remote,Individual contributor,BU06,fairness,2.375
SYNTHETIC DATA,R04979,HR,5-10 years,Pune,Manager,BU23,fairness,3.125
SYNTHETIC DATA,R04980,Engineering,3-5 years,Aarhus,Team lead,BU20,fairness,3.25
SYNTHETIC DATA,R04981,Supply Chain,1-3 years,Hamburg,Individual contributor,BU18,fairness,2.25
SYNTHETIC DATA,R04982,Finance,10+ years,Chennai,Individual contributor,BU22,fairness,4.5
SYNTHETIC DATA,R04983,Service,3-5 years,Pune,Individual contributor,BU01,fairness,3.875
SYNTHETIC DATA,R04984,Supply Chain,10+ years,Chennai,Individual contributor,BU19,fairness,4.0
SYNTHETIC DATA,R04985,Sales,5-10 years,Hamburg,Individual contributor,BU23,fairness,2.875
SYNTHETIC DATA,R04986,Operations,5-10 years,Pune,Individual contributor,BU04,fairness,3.75
SYNTHETIC DATA,R04987,Engineering,5-10 years,Pune,Individual contributor,BU18,fairness,2.75
SYNTHETIC DATA,R04988,Sales,10+ years,Chennai,Individual contributor,BU24,fairness,3.875
SYNTHETIC DATA,R04989,Operations,5-10 years,Chennai,Individual contributor,BU22,fairness,3.0
SYNTHETIC DATA,R04990,Service,5-10 years,Hamburg,Individual contributor,BU21,fairness,3.125
SYNTHETIC DATA,R04991,Finance,10+ years,Pune,Individual contributor,BU15,fairness,3.875
SYNTHETIC DATA,R04992,Sales,1-3 years,Pune,Individual contributor,BU22,fairness,1.375
SYNTHETIC DATA,R04993,Service,5-10 years,Hamburg,Team lead,BU08,fairness,4.0
SYNTHETIC DATA,R04994,Engineering,3-5 years,Aarhus,Individual contributor,BU05,fairness,3.25
SYNTHETIC DATA,R04995,Supply Chain,<1 year,Chennai,Individual contributor,BU12,fairness,4.5
SYNTHETIC DATA,R04996,Operations,5-10 years,Pune,Individual contributor,BU05,fairness,4.25
SYNTHETIC DATA,R04997,Engineering,10+ years,Rostock,Team lead,BU19,fairness,3.375
SYNTHETIC DATA,R04998,Operations,10+ years,Chennai,Team lead,BU03,fairness,3.5
SYNTHETIC DATA,R04999,Finance,10+ years,Hamburg,Individual contributor,BU10,fairness,2.4285714285714284
SYNTHETIC DATA,R05000,Service,5-10 years,Chennai,Individual contributor,BU12,fairness,2.875
SYNTHETIC DATA,R00001,Supply Chain,3-5 years,Aarhus,Team lead,BU11,pride,4.875
SYNTHETIC DATA,R00002,Service,5-10 years,Rostock,Team lead,BU11,pride,3.5
SYNTHETIC DATA,R00003,Operations,3-5 years,Remote,Individual contributor,BU19,pride,1.875
SYNTHETIC DATA,R00004,Finance,1-3 years,Chennai,Individual contributor,BU07,pride,2.5714285714285716
SYNTHETIC DATA,R00005,Service,1-3 years,Pune,Individual contributor,BU15,pride,3.625
SYNTHETIC DATA,R00006,Service,3-5 years,Aarhus,Individual contributor,BU06,pride,4.875
SYNTHETIC DATA,R00007,Sales,10+ years,Hamburg,Individual contributor,BU24,pride,3.5714285714285716
SYNTHETIC DATA,R00008,Operations,<1 year,Rostock,Individual contributor,BU12,pride,4.571428571428571
SYNTHETIC DATA,R00009,Engineering,3-5 years,Rostock,Individual contributor,BU13,pride,3.875
SYNTHETIC DATA,R00010,Service,1-3 years,Pune,Manager,BU06,pride,3.125
SYNTHETIC DATA,R00011,Engineering,1-3 years,Aarhus,Individual contributor,BU07,pride,3.625
SYNTHETIC DATA,R00012,Sales,<1 year,Rostock,Team lead,BU03,pride,4.5
SYNTHETIC DATA,R00013,Supply Chain,10+ years,Hamburg,Manager,BU07,pride,4.0
SYNTHETIC DATA,R00014,Sales,5-10 years,Hamburg,Individual contributor,BU18,pride,3.0
SYNTHETIC DATA,R00015,Operations,1-3 years,Chennai,Individual contributor,BU16,pride,2.125
SYNTHETIC DATA,R00016,Sales,10+ years,Pune,Team lead,BU17,pride,4.5
SYNTHETIC DATA,R00017,Service,5-10 years,Rostock,Individual contributor,BU15,pride,4.375
SYNTHETIC DATA,R00018,Service,3-5 years,Remote,Manager,BU11,pride,4.0
SYNTHETIC DATA,R00019,Supply Chain,10+ years,Aarhus,Team lead,BU24,pride,4.375
SYNTHETIC DATA,R00020,Operations,5-10 years,Aarhus,Manager,BU19,pride,4.75
SYNTHETIC DATA,R00021,Operations,10+ years,Hamburg,Individual contributor,BU10,pride,3.5
SYNTHETIC DATA,R00022,Operations,<1 year,Rostock,Team lead,BU19,pride,3.5714285714285716
SYNTHETIC DATA,R00023,Finance,5-10 years,Hamburg,Individual contributor,BU19,pride,2.75
SYNTHETIC DATA,R00024,Service,10+ years,Hamburg,Individual contributor,BU20,pride,4.0
SYNTHETIC DATA,R00025,Engineering,10+ years,Chennai,Manager,BU15,pride,4.375
SYNTHETIC DATA,R00026,Supply Chain,5-10 years,Pune,Individual contributor,BU09,pride,3.857142857142857
SYNTHETIC DATA,R00027,Finance,<1 year,Remote,Team lead,BU15,pride,3.5
SYNTHETIC DATA,R00028,Operations,5-10 years,Chennai,Individual contributor,BU08,pride,4.285714285714286
SYNTHETIC DATA,R00029,Operations,1-3 years,Remote,Individual contributor,BU15,pride,3.0
SYNTHETIC DATA,R00030,Service,1-3 years,Hamburg,Individual contributor,BU10,pride,4.0
SYNTHETIC DATA,R00031,Engineering,5-10 years,Pune,Individual contributor,BU11,pride,3.875
SYNTHETIC DATA,R00032,Operations,5-10 years,Hamburg,Individual contributor,BU20,pride,4.125
SYNTHETIC DATA,R00033,Service,5-10 years,Aarhus,Senior manager,BU01,pride,3.625
SYNTHETIC DATA,R00034,Service,1-3 years,Pune,Individual contributor,BU24,pride,4.375
SYNTHETIC DATA,R00036,Engineering,10+ years,Aarhus,Manager,BU18,pride,3.5
SYNTHETIC DATA,R00037,Finance,<1 year,Remote,Manager,BU18,pride,3.375
SYNTHETIC DATA,R00038,Operations,10+ years,Aarhus,Individual contributor,BU09,pride,4.625
SYNTHETIC DATA,R00039,Finance,10+ years,Pune,Individual contributor,BU03,pride,3.125
SYNTHETIC DATA,R00040,Engineering,10+ years,Pune,Individual contributor,BU08,pride,4.125
SYNTHETIC DATA,R00041,Sales,1-3 years,Pune,Individual contributor,BU18,pride,2.875
SYNTHETIC DATA,R00042,Service,3-5 years,Pune,Individual contributor,BU20,pride,3.875
SYNTHETIC DATA,R00043,Engineering,3-5 years,Hamburg,Individual contributor,BU24,pride,3.125
SYNTHETIC DATA,R00044,HR,<1 year,Chennai,Team lead,BU01,pride,3.875
SYNTHETIC DATA,R00045,Sales,<1 year,Aarhus,Individual contributor,BU07,pride,3.857142857142857
SYNTHETIC DATA,R00046,Supply Chain,5-10 years,Aarhus,Team lead,BU09,pride,4.625
SYNTHETIC DATA,R00047,Operations,10+ years,Rostock,Team lead,BU10,pride,2.875
SYNTHETIC DATA,R00048,Service,5-10 years,Remote,Individual contributor,BU08,pride,4.625
SYNTHETIC DATA,R00049,Operations,3-5 years,Rostock,Individual contributor,BU24,pride,3.75
SYNTHETIC DATA,R00050,Supply Chain,5-10 years,Chennai,Team lead,BU15,pride,4.0
SYNTHETIC DATA,R00051,Operations,5-10 years,Hamburg,Team lead,BU20,pride,3.3333333333333335
SYNTHETIC DATA,R00052,Operations,<1 year,Chennai,Individual contributor,BU07,pride,2.75
SYNTHETIC DATA,R00053,Operations,3-5 years,Pune,Manager,BU04,pride,4.0
SYNTHETIC DATA,R00054,Engineering,3-5 years,Aarhus,Team lead,BU17,pride,4.25
SYNTHETIC DATA,R00055,Sales,<1 year,Remote,Individual contributor,BU12,pride,4.5
SYNTHETIC DATA,R00056,Sales,1-3 years,Aarhus,Individual contributor,BU20,pride,4.125
SYNTHETIC DATA,R00057,HR,5-10 years,Aarhus,Individual contributor,BU06,pride,1.25
SYNTHETIC DATA,R00058,Service,1-3 years,Chennai,Team lead,BU09,pride,2.75
SYNTHETIC DATA,R00059,Finance,3-5 years,Rostock,Individual contributor,BU14,pride,1.7142857142857142
SYNTHETIC DATA,R00060,Sales,<1 year,Chennai,Individual contributor,BU14,pride,4.375
SYNTHETIC DATA,R00061,Service,<1 year,Hamburg,Individual contributor,BU06,pride,1.375
SYNTHETIC DATA,R00062,Finance,<1 year,Hamburg,Individual contributor,BU03,pride,3.75
SYNTHETIC DATA,R00063,Service,5-10 years,Pune,Individual contributor,BU18,pride,4.875
SYNTHETIC DATA,R00064,Sales,3-5 years,Hamburg,Individual contributor,BU03,pride,2.0
SYNTHETIC DATA,R00065,Operations,<1 year,Aarhus,Individual contributor,BU01,pride,4.625
SYNTHETIC DATA,R00066,Engineering,3-5 years,Hamburg,Individual contributor,BU20,pride,3.75
SYNTHETIC DATA,R00067,Service,10+ years,Remote,Manager,BU23,pride,3.375
SYNTHETIC DATA,R00068,Engineering,10+ years,Remote,Manager,BU19,pride,4.875
SYNTHETIC DATA,R00069,Service,3-5 years,Pune,Team lead,BU10,pride,3.8333333333333335
SYNTHETIC DATA,R00070,Supply Chain,10+ years,Pune,Individual contributor,BU04,pride,3.75
SYNTHETIC DATA,R00071,HR,5-10 years,Hamburg,Individual contributor,BU15,pride,5.0
SYNTHETIC DATA,R00072,HR,<1 year,Rostock,Individual contributor,BU02,pride,2.2857142857142856
SYNTHETIC DATA,R00074,Engineering,1-3 years,Rostock,Manager,BU06,pride,3.625
SYNTHETIC DATA,R00075,Engineering,3-5 years,Pune,Individual contributor,BU11,pride,3.25
SYNTHETIC DATA,R00076,Service,5-10 years,Aarhus,Individual contributor,BU10,pride,4.25
SYNTHETIC DATA,R00077,Operations,3-5 years,Chennai,Individual contributor,BU03,pride,4.125
SYNTHETIC DATA,R00078,Operations,3-5 years,Rostock,Individual contributor,BU15,pride,4.625
SYNTHETIC DATA,R00079,Supply Chain,3-5 years,Remote,Team lead,BU08,pride,3.25
SYNTHETIC DATA,R00080,Supply Chain,5-10 years,Aarhus,Individual contributor,BU20,pride,4.25
SYNTHETIC DATA,R00081,Operations,3-5 years,Chennai,Team lead,BU19,pride,3.0
SYNTHETIC DATA,R00082,Engineering,5-10 years,Remote,Manager,BU20,pride,4.25
SYNTHETIC DATA,R00083,Sales,3-5 years,Remote,Team lead,BU09,pride,4.75
SYNTHETIC DATA,R00084,Supply Chain,3-5 years,Hamburg,Individual contributor,BU04,pride,3.5
SYNTHETIC DATA,R00085,Service,5-10 years,Remote,Individual contributor,BU23,pride,3.5
SYNTHETIC DATA,R00087,HR,5-10 years,Chennai,Senior manager,BU06,pride,3.75
SYNTHETIC DATA,R00088,Engineering,10+ years,Hamburg,Manager,BU20,pride,4.875
SYNTHETIC DATA,R00089,Engineering,10+ years,Aarhus,Individual contributor,BU04,pride,4.285714285714286
